time,id,s0,s2,s3,s4,s5,s7,s9,c0_1,c0_2,c0_3,O1,a3,a3a_1,a3a_2,a4,a8,a9,a10,a16,Ts9,Qs9,Qa3,Qa4,Qa8,Qa9,Qa10,Qa16,index1,index1a,index1b
200704,14,100,2,46,2,3,1,6,2,2,2,2,3,10, ,3,3,5,2,3,2,4500,100,100,100,0,150,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,15,100,1,28,1,3,2,7,2,2,2,2,1,50,50,2,2,2,1,9,2,5500,200,150,150,150,200,100,124.970709989846,132.053877982217,121.071238316626
200704,16,200,1,58,5,6,1,10,2,2,2,2,1,30,10,9,2,4,2,4,2,12500,200,100,150,50,150,50,101.53870186675,110.044898318514,96.8569906533004
200704,17,100,1,35,4,11,1,9,2,2,2,1,2,0,10,1,2,3,1,4,2,9000,150,200,150,100,200,50,117.160040615481,88.0359186548112,133.178362148288
200704,18,100,1,22,2,3,2,5,2,2,2,2,3,0, ,1,2,9,1,3,1,3500,100,200,150,100,200,100,117.160040615481,88.0359186548112,133.178362148288
200704,19,100,1,30,5,1,1,8,2,2,2,2,1,10, ,2,2,2,9,3,2,7000,200,150,150,150,100,100,109.349371241115,132.053877982217,96.8569906533004
200704,20,200,2,30,2,4,1,11,2,2,2,1,1,30, ,1,2,1,9,9,2,17500,200,200,150,200,100,100,117.160040615481,132.053877982217,108.964114484963
200704,21,200,2,31,2,3,1,6,2,2,2,2,2,40, ,3,2,3,2,3,2,4500,150,100,150,100,150,100,101.53870186675,110.044898318514,96.8569906533004
200704,22,100,2,59,2,10,1,99,2,2,2,2,3,0, ,9,9,3,9,4,9, ,100,100,100,100,100,50,70.2960243692884,66.0269389911084,72.6427429899753
200704,23,100,2,23,4,7,2,1,2,2,2,2,3,0, ,2,2,3,2,3,1,500,100,150,150,100,150,100,101.53870186675,88.0359186548112,108.964114484963
200704,24,200,1,36,2,1,2,9,2,2,2,2,1,40, ,1,3,3,3,3,2,9000,200,200,100,100,100,100,109.349371241115,132.053877982217,96.8569906533004
200704,25,100,1,30,3,2,2,99,2,2,2,1,3,90, ,3,4,3,2,3,9, ,100,100,50,100,150,100,78.1066937436538,88.0359186548112,72.6427429899753
200704,26,100,2,24,4,6,1,9,2,2,2,2,3,0, ,3,2,4,2,3,2,9000,100,100,150,50,150,100,93.7280324923846,88.0359186548112,96.8569906533004
200704,27,100,1,56,1,10,1,4,2,2,2,2,3,0, ,3,2,4,3,2,1,2500,100,100,150,50,100,150,93.7280324923846,110.044898318514,84.7498668216379
200704,28,200,1,50,2,11,1,3,2,2,2,2,3,0, ,3,3,4,2,3,1,1750,100,100,100,50,150,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,29,100,2,43,3,3,1,6,2,2,2,1,3,90, ,9,1,9,1,3,2,4500,100,100,200,100,200,100,109.349371241115,88.0359186548112,121.071238316626
200704,30,100,1,26,3,3,2,6,2,2,2,2,2,40, ,4,2,2,1,3,2,4500,150,50,150,150,200,100,101.53870186675,110.044898318514,96.8569906533004
200704,31,300,1,64,3,1,1,99,2,2,2,2,3,0, ,9,9,9,9,9,9, ,100,100,100,100,100,100,78.1066937436538,88.0359186548112,72.6427429899753
200704,32,200,1,35,1,5,1,6,2,2,2,2,1,30, ,1,4,5,3,4,2,4500,200,200,50,0,100,50,93.7280324923846,110.044898318514,84.7498668216379
200704,33,200,1,55,1,3,1,5,2,2,2,2,3,0, ,4,3,3,1,3,1,3500,100,50,100,100,200,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,34,100,2,65,2,10,1,4,2,2,2,2,3,10, ,3,2,9,2,3,1,2500,100,100,150,100,150,100,93.7280324923846,88.0359186548112,96.8569906533004
200704,35,200,1,30,4,3,2,5,2,2,2,2,3,0, ,2,2,4,2,3,1,3500,100,150,150,50,150,100,101.53870186675,88.0359186548112,108.964114484963
200704,36,100,1,30,1,1,1,3,2,2,2,1,3,0, ,1,1,1,9,1,1,1750,100,200,200,200,100,200,124.970709989846,132.053877982217,121.071238316626
200704,37,200,1,30,4,3,2,10,2,2,2,2,3,0, ,3,3,3,4,4,2,12500,100,100,100,100,50,50,62.4853549949231,66.0269389911084,60.5356191583127
200704,38,300,2,30,1,2,1,6,2,2,2,2,3,0, ,1,9,1,1,3,2,4500,100,200,100,200,200,100,109.349371241115,88.0359186548112,121.071238316626
200704,39,300,1,30,2,3,2,7,2,2,2,2,1,30, ,3,2,2,1,3,2,5500,200,100,150,150,200,100,117.160040615481,132.053877982217,108.964114484963
200704,40,300,2,28,3,1,2,6,2,2,2,2,2,30, ,2,2,3,2,3,2,4500,150,150,150,100,150,100,109.349371241115,110.044898318514,108.964114484963
200704,41,200,2,21,2,5,2,99,2,2,2,2,2,10, ,3,2,3,1,3,9, ,150,100,150,100,200,100,109.349371241115,110.044898318514,108.964114484963
200704,42,200,1,40,2,9,1,99,2,2,2,2,5,110, ,9,2,3,9,5,9, ,0,100,150,100,100,0,54.6746856205577,0,84.7498668216379
200704,43,200,2,65,2,10,1,1,2,2,2,2,2,10,30,1,2,2,1,3,1,500,150,200,150,150,200,100,124.970709989846,110.044898318514,133.178362148288
200704,44,100,2,27,3,5,2,7,2,2,2,1,2,10, ,2,2,2,2,3,2,5500,150,150,150,150,150,100,109.349371241115,110.044898318514,108.964114484963
200704,45,100,1,55,1,6,3,4,2,2,2,2,3,0, ,4,4,4,9,1,1,2500,100,50,50,50,100,200,78.1066937436538,132.053877982217,48.4284953266502
200704,46,200,1,38,3,3,1,5,2,2,2,2,2,30, ,2,2,4,2,2,1,3500,150,150,150,50,150,150,117.160040615481,132.053877982217,108.964114484963
200704,47,300,1,30,2,5,2,12,2,2,2,1,2,20, ,1,2,4,2,4,2,25000,150,200,150,50,150,50,109.349371241115,88.0359186548112,121.071238316626
200704,48,100,1,30,3,2,2,99,2,2,2,1,3,0, ,9,3,9,9,3,9, ,100,100,100,100,100,100,78.1066937436538,88.0359186548112,72.6427429899753
200704,49,200,1,63,2,10,1,11,2,2,2,2,2,30, ,1,2,2,1,3,2,17500,150,200,150,150,200,100,124.970709989846,110.044898318514,133.178362148288
200704,50,200,1,40,5,1,1,12,2,2,2,1,2,10, ,2,2,3,4,2,2,25000,150,150,150,100,50,150,101.53870186675,132.053877982217,84.7498668216379
200704,51,300,1,24,5,7,2,6,2,2,2,2,3,0, ,3,1,3,3,3,2,4500,100,100,200,100,100,100,93.7280324923846,88.0359186548112,96.8569906533004
200704,52,200,2,30,4,4,1,99,2,2,2,1,2,30, ,3,2,2,1,3,9, ,150,100,150,150,200,100,109.349371241115,110.044898318514,108.964114484963
200704,53,100,2,28,2,9,1,8,2,2,2,2,3,0, ,2,2,9,1,3,2,7000,100,150,150,100,200,100,109.349371241115,88.0359186548112,121.071238316626
200704,54,100,1,39,3,3,1,8,2,2,2,1,1,30, ,2,9,3,3,2,2,7000,200,150,100,100,100,150,109.349371241115,154.06285764592,84.7498668216379
200704,55,200,1,53,3,2,1,6,2,2,2,2,2,40, ,2,2,2,1,3,2,4500,150,150,150,150,200,100,117.160040615481,110.044898318514,121.071238316626
200704,56,200,1,50,2,3,1,4,2,2,2,2,2,10, ,9,9,9,9,3,1,2500,150,100,100,100,100,100,85.9173631180192,110.044898318514,72.6427429899753
200704,57,100,2,55,3,10,1,5,2,2,2,1,3,0, ,3,2,3,2,3,1,3500,100,100,150,100,150,100,93.7280324923846,88.0359186548112,96.8569906533004
200704,58,200,2,45,4,2,1,12,2,2,2,1,1,10, ,3,2,3,4,2,2,25000,200,100,150,100,50,150,101.53870186675,154.06285764592,72.6427429899753
200704,59,200,1,50,2,10,1,4,2,2,2,2,3,0, ,3,2,2,9,3,1,2500,100,100,150,150,100,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,60,200,1,46,4,1,1,11,2,2,2,1,3,0, ,3,3,4,2,3,2,17500,100,100,100,50,150,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,61,200,1,20,3,3,2,9,2,2,2,1,2,10, ,2,2,3,2,2,2,9000,150,150,150,100,150,150,117.160040615481,132.053877982217,108.964114484963
200704,62,300,2,35,1,3,1,13,2,2,2,2,4,120, ,2,3,9,9,9,2,35000,50,150,100,100,100,100,78.1066937436538,66.0269389911084,84.7498668216379
200704,63,200,1,27,3,3,2,9,2,2,2,2,4,110, ,9,2,4,1,3,2,9000,50,100,150,50,200,100,93.7280324923846,66.0269389911084,108.964114484963
200704,64,100,1,40,2,2,1,4,2,2,2,2,2,10, ,2,2,3,1,3,1,2500,150,150,150,100,200,100,117.160040615481,110.044898318514,121.071238316626
200704,65,200,2,62,4,4,1,8,2,2,2,2,3,0, ,3,3,2,9,3,2,7000,100,100,100,150,100,100,78.1066937436538,88.0359186548112,72.6427429899753
200704,66,200,1,50,2,3,1,1,2,2,2,2,4,140,110,4,2,3,2,3,1,500,50,50,150,100,150,100,78.1066937436538,66.0269389911084,84.7498668216379
200704,67,200,2,36,2,9,1,1,2,2,2,2,2,10, ,3,1,1,2,3,1,500,150,100,200,200,150,100,109.349371241115,110.044898318514,108.964114484963
200704,68,200,2,50,2,2,1,5,2,2,2,2,2,20, ,3,9,9,9,9,1,3500,150,100,100,100,100,100,85.9173631180192,110.044898318514,72.6427429899753
200704,69,200,1,26,4,11,2,7,2,2,2,2,2,90, ,1,2,3,4,3,2,5500,150,200,150,100,50,100,101.53870186675,110.044898318514,96.8569906533004
200704,70,100,2,38,4,3,1,99,2,2,2,2,9, , ,2,1,9,9,9,9, ,100,150,200,100,100,100,101.53870186675,88.0359186548112,108.964114484963
200704,71,100,1,29,4,2,2,99,2,2,2,2,1,0, ,1,9,4,9,4,9, ,200,200,100,50,100,50,101.53870186675,110.044898318514,96.8569906533004
200704,72,200,2,48,2,9,1,1,2,2,2,2,5,120,140,9,5,5,9,9,1,500,0,100,0,0,100,100,46.8640162461923,44.0179593274056,48.4284953266502
200704,73,200,1,35,2,1,1,8,2,2,2,2,2,10, ,3,2,3,1,3,2,7000,150,100,150,100,200,100,109.349371241115,110.044898318514,108.964114484963
200704,74,100,2,30,2,3,1,7,2,2,2,1,2,10, ,2,2,3,2,3,2,5500,150,150,150,100,150,100,109.349371241115,110.044898318514,108.964114484963
200704,75,100,2,36,1,2,1,99,2,2,2,2,2,10, ,9,1,9,1,9,9, ,150,100,200,100,200,100,117.160040615481,110.044898318514,121.071238316626
200704,76,100,2,56,1,10,1,7,2,2,2,2,1,10, ,3,3,5,2,4,2,5500,200,100,100,0,150,50,93.7280324923846,110.044898318514,84.7498668216379
200704,77,200,2,60,1,3,1,4,2,2,2,2,3,0, ,3,1,1,1,4,1,2500,100,100,200,200,200,50,101.53870186675,66.0269389911084,121.071238316626
200704,78,300,2,25,4,6,1,99,2,2,2,2,3,0, ,2,2,5,1,3,9, ,100,150,150,0,200,100,109.349371241115,88.0359186548112,121.071238316626
200704,79,200,1,53,3,10,1,99,2,2,2,2,3,0, ,3,2,2,2,3,9, ,100,100,150,150,150,100,93.7280324923846,88.0359186548112,96.8569906533004
200704,80,100,2,44,2,3,1,5,2,2,2,2,2,10,40,3,1,2,1,1,1,3500,150,100,200,150,200,200,132.781379364212,154.06285764592,121.071238316626
200704,81,200,1,59,3,6,1,8,2,2,2,2,2,10, ,2,2,2,1,3,2,7000,150,150,150,150,200,100,117.160040615481,110.044898318514,121.071238316626
200704,82,100,2,30,4,4,1,8,2,2,2,2,2,30, ,2,3,4,2,3,2,7000,150,150,100,50,150,100,101.53870186675,110.044898318514,96.8569906533004
200704,83,300,1,43,4,1,3,2,2,2,2,2,2,10, ,9,2,9,2,9,1,1250,150,100,150,100,150,100,101.53870186675,110.044898318514,96.8569906533004
200704,84,200,2,35,2,3,1,4,2,2,2,2,2,40, ,2,2,1,1,3,1,2500,150,150,150,200,200,100,117.160040615481,110.044898318514,121.071238316626
200704,85,100,1,30,5,3,1,10,2,2,2,1,2,10, ,3,1,1,1,2,2,12500,150,100,200,200,200,150,124.970709989846,132.053877982217,121.071238316626
200704,86,100,1,61,4,9,1,99,2,2,2,1,4,110,140,3,2,3,2,4,9, ,50,100,150,100,150,50,78.1066937436538,44.0179593274056,96.8569906533004
200704,87,300,1,35,4,1,1,8,2,2,2,2,3,0, ,3,2,4,2,2,2,7000,100,100,150,50,150,150,101.53870186675,110.044898318514,96.8569906533004
200704,88,200,2,50,1,3,1,3,2,2,2,2,3,0, ,3,9,2,2,3,1,1750,100,100,100,150,150,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,89,100,2,48,3,6,1,4,2,2,2,2,3,0, ,9,3,3,4,9,1,2500,100,100,100,100,50,100,70.2960243692884,88.0359186548112,60.5356191583127
200704,90,200,1,26,1,5,1,10,2,2,2,2,1,10, ,3,2,2,1,3,2,12500,200,100,150,150,200,100,117.160040615481,132.053877982217,108.964114484963
200704,91,200,1,30,4,1,1,9,2,2,2,2,4,110, ,4,4,4,2,9,2,9000,50,50,50,50,150,100,62.4853549949231,66.0269389911084,60.5356191583127
200704,92,100,2,60,1,10,3,2,2,2,2,2,3,0, ,9,3,3,3,4,1,1250,100,100,100,100,100,50,70.2960243692884,66.0269389911084,72.6427429899753
200704,93,200,1,60,4,10,1,9,2,2,2,2,3,0, ,3,3,4,2,3,2,9000,100,100,100,50,150,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,94,200,2,22,4,7,2,7,2,2,2,1,3,0, ,3,2,5,1,3,2,5500,100,100,150,0,200,100,101.53870186675,88.0359186548112,108.964114484963
200704,95,200,2,50,1,3,3,1,2,2,2,2,3,0, ,3,3,2,2,3,1,500,100,100,100,150,150,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,96,100,1,20,4,7,2,8,2,2,2,1,3,0, ,3,2,3,2,3,2,7000,100,100,150,100,150,100,93.7280324923846,88.0359186548112,96.8569906533004
200704,97,200,1,24,3,5,2,11,2,2,2,1,2,30, ,1,2,4,2,3,2,17500,150,200,150,50,150,100,117.160040615481,110.044898318514,121.071238316626
200704,98,100,1,63,3,3,1,13,2,2,2,1,3,0, ,1,2,4,2,3,2,35000,100,200,150,50,150,100,109.349371241115,88.0359186548112,121.071238316626
200704,99,300,2,62,2,10,1,4,2,2,2,2,4,140,140,3,1,2,1,3,1,2500,50,100,200,150,200,100,101.53870186675,66.0269389911084,121.071238316626
200704,100,100,2,25,3,3,2,8,2,2,2,2,2,10, ,3,2,2,2,3,2,7000,150,100,150,150,150,100,101.53870186675,110.044898318514,96.8569906533004
200704,101,300,2,50,1,3,1,4,2,2,2,2,3,0, ,9,9,9,9,3,1,2500,100,100,100,100,100,100,78.1066937436538,88.0359186548112,72.6427429899753
200704,102,100,2,22,3,5,2,99,2,2,2,1,2,40, ,3,2,4,9,3,9, ,150,100,150,50,100,100,93.7280324923846,110.044898318514,84.7498668216379
200704,103,100,1,37,3,1,1,6,2,2,2,2,1,10, ,1,9,4,9,9,2,4500,200,200,100,50,100,100,109.349371241115,132.053877982217,96.8569906533004
200704,104,100,1,35,4,1,1,10,2,2,2,2,1,10, ,1,3,3,9,4,2,12500,200,200,100,100,100,50,101.53870186675,110.044898318514,96.8569906533004
200704,105,200,1,35,2,3,1,3,2,2,2,2,1,10, ,2,2,1,1,1,1,1750,200,150,150,200,200,200,140.592048738577,176.071837309622,121.071238316626
200704,106,100,2,24,3,3,2,10,2,2,2,1,1,20, ,2,3,4,2,3,2,12500,200,150,100,50,150,100,109.349371241115,132.053877982217,96.8569906533004
200704,107,100,1,30,3,6,1,5,2,2,2,1,3,0, ,2,2,2,2,2,1,3500,100,150,150,150,150,150,109.349371241115,110.044898318514,108.964114484963
200704,108,100,2,33,3,1,1,10,2,2,2,1,2,30, ,2,2,2,1,3,2,12500,150,150,150,150,200,100,117.160040615481,110.044898318514,121.071238316626
200704,109,100,2,47,3,9,1,4,2,2,2,2,3,0, ,2,2,3,4,3,1,2500,100,150,150,100,50,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,110,100,1,40,4,3,1,6,2,2,2,2,9, , ,3,2,9,9,3,2,4500,100,100,150,100,100,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,111,100,1,24,2,1,2,6,2,2,2,2,3,0, ,2,3,3,1,9,2,4500,100,150,100,100,200,100,101.53870186675,88.0359186548112,108.964114484963
200704,112,100,2,44,3,8,1,11,2,2,2,2,1,10, ,2,3,4,2,3,2,17500,200,150,100,50,150,100,109.349371241115,132.053877982217,96.8569906533004
200704,113,200,2,30,3,9,1,6,2,2,2,2,2,50, ,9,9,9,2,3,2,4500,150,100,100,100,150,100,93.7280324923846,110.044898318514,84.7498668216379
200704,114,100,1,36,4,3,1,6,2,2,2,2,3,0, ,3,2,3,1,3,2,4500,100,100,150,100,200,100,101.53870186675,88.0359186548112,108.964114484963
200704,115,300,1,50,2,9,1,4,2,2,2,2,3,0, ,9,2,3,9,3,1,2500,100,100,150,100,100,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,116,200,2,50,2,2,1,6,2,2,2,2,2,20, ,9,9,9,2,3,2,4500,150,100,100,100,150,100,93.7280324923846,110.044898318514,84.7498668216379
200704,117,100,2,48,2,9,1,4,2,2,2,2,3,0, ,2,2,3,3,4,1,2500,100,150,150,100,100,50,85.9173631180192,66.0269389911084,96.8569906533004
200704,118,100,1,26,3,1,2,8,2,2,2,2,3,0, ,3,3,4,2,4,2,7000,100,100,100,50,150,50,78.1066937436538,66.0269389911084,84.7498668216379
200704,119,100,1,53,1,2,1,3,2,2,2,2,2,90, ,1,2,3,1,3,1,1750,150,200,150,100,200,100,124.970709989846,110.044898318514,133.178362148288
200704,120,100,2,40,3,5,1,99,2,2,2,1,2,30, ,9,2,9,1,9,9, ,150,100,150,100,200,100,109.349371241115,110.044898318514,108.964114484963
200704,121,200,2,23,2,9,2,7,2,2,2,2,2,10, ,1,3,2,1,2,2,5500,150,200,100,150,200,150,124.970709989846,132.053877982217,121.071238316626
200704,122,100,2,49,2,9,1,3,2,2,2,2,3,0, ,3,9,3,9,3,1,1750,100,100,100,100,100,100,78.1066937436538,88.0359186548112,72.6427429899753
200704,123,100,2,63,3,10,2,99,2,2,2,2,4,110, ,4,2,4,9,2,9, ,50,50,150,50,100,150,78.1066937436538,88.0359186548112,72.6427429899753
200704,124,200,1,37,4,1,1,8,2,2,2,1,3,0, ,3,2,3,1,3,2,7000,100,100,150,100,200,100,101.53870186675,88.0359186548112,108.964114484963
200704,125,300,2,35,2,3,1,4,2,2,2,2,2,10, ,9,2,4,2,3,1,2500,150,100,150,50,150,100,101.53870186675,110.044898318514,96.8569906533004
200704,126,100,1,54,1,9,3,1,2,2,2,2,3,0, ,1,9,3,2,3,1,500,100,200,100,100,150,100,101.53870186675,88.0359186548112,108.964114484963
200704,127,100,2,47,3,3,1,7,2,2,2,2,3,0, ,2,3,3,2,3,2,5500,100,150,100,100,150,100,93.7280324923846,88.0359186548112,96.8569906533004
200704,128,200,1,46,2,5,1,7,2,2,2,1,1,30, ,9,2,2,1,4,2,5500,200,100,150,150,200,50,109.349371241115,110.044898318514,108.964114484963
200704,129,100,2,20,3,7,2,5,2,2,2,2,2,10,40,2,2,2,1,3,1,3500,150,150,150,150,200,100,117.160040615481,110.044898318514,121.071238316626
200704,130,100,1,30,4,4,1,99,2,2,2,2,2,10, ,2,3,2,3,1,9, ,150,150,100,150,100,200,109.349371241115,154.06285764592,84.7498668216379
200704,131,200,1,24,2,5,2,8,2,2,2,2,4,130, ,9,3,3,2,3,2,7000,50,100,100,100,150,100,78.1066937436538,66.0269389911084,84.7498668216379
200704,132,100,1,35,2,3,1,3,2,2,2,2,1,50, ,1,3,2,2,3,1,1750,200,200,100,150,150,100,117.160040615481,132.053877982217,108.964114484963
200704,133,100,2,24,4,3,2,9,2,2,2,2,3,0, ,2,2,3,1,2,2,9000,100,150,150,100,200,150,117.160040615481,110.044898318514,121.071238316626
200704,134,100,2,33,3,1,1,11,2,2,2,2,1,30, ,1,3,3,9,3,2,17500,200,200,100,100,100,100,109.349371241115,132.053877982217,96.8569906533004
200704,135,200,1,53,1,9,1,99,2,2,2,2,4,110, ,4,4,4,9,9,9, ,50,50,50,50,100,100,54.6746856205577,66.0269389911084,48.4284953266502
200704,136,200,1,31,3,3,1,10,2,2,2,2,3,0,0,2,3,2,1,3,2,12500,100,150,100,150,200,100,101.53870186675,88.0359186548112,108.964114484963
200704,137,300,1,36,1,2,1,3,2,2,2,2,3,10, ,4,5,4,9,3,1,1750,100,50,0,50,100,100,54.6746856205577,88.0359186548112,36.3213714949877
200704,138,100,1,27,4,1,1,10,2,2,2,2,3,90, ,2,3,4,9,3,2,12500,100,150,100,50,100,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,139,200,2,23,4,3,2,6,2,2,2,2,2,10, ,3,2,4,2,3,2,4500,150,100,150,50,150,100,101.53870186675,110.044898318514,96.8569906533004
200704,140,200,1,46,2,9,1,1,2,2,2,2,5,120,110,2,3,3,4,5,1,500,0,150,100,100,50,0,46.8640162461923,0,72.6427429899753
200704,141,200,1,39,3,5,3,99,2,2,2,1,3,0, ,9,1,9,1,9,9, ,100,100,200,100,200,100,109.349371241115,88.0359186548112,121.071238316626
200704,142,300,1,45,1,9,1,3,2,2,2,2,3,0, ,9,9,9,9,5,1,1750,100,100,100,100,100,0,62.4853549949231,44.0179593274056,72.6427429899753
200704,143,300,1,24,2,3,2,10,2,2,2,2,2,10, ,1,2,1,9,3,2,12500,150,200,150,200,100,100,109.349371241115,110.044898318514,108.964114484963
200704,144,100,1,37,5,3,1,99,2,2,2,1,2,10, ,2,2,4,3,3,9, ,150,150,150,50,100,100,101.53870186675,110.044898318514,96.8569906533004
200704,145,100,2,32,4,1,1,9,2,2,2,1,2,10, ,2,2,3,1,2,2,9000,150,150,150,100,200,150,124.970709989846,132.053877982217,121.071238316626
200704,146,200,2,50,2,10,1,5,2,2,2,2,3,0, ,2,3,9,3,4,1,3500,100,150,100,100,100,50,78.1066937436538,66.0269389911084,84.7498668216379
200704,147,100,2,21,4,1,2,7,2,2,2,1,2,10, ,2,2,4,3,3,2,5500,150,150,150,50,100,100,101.53870186675,110.044898318514,96.8569906533004
200704,148,200,1,27,4,3,2,9,2,2,2,2,2,50,10,2,2,3,2,2,2,9000,150,150,150,100,150,150,117.160040615481,132.053877982217,108.964114484963
200704,149,300,1,30,2,2,1,99,2,2,2,2,2,10, ,9,2,2,1,9,9, ,150,100,150,150,200,100,109.349371241115,110.044898318514,108.964114484963
200704,150,200,1,23,2,5,2,10,2,2,2,1,1,20, ,1,2,2,9,3,2,12500,200,200,150,150,100,100,117.160040615481,132.053877982217,108.964114484963
200704,151,300,1,40,3,6,1,11,2,2,2,1,3,0, ,3,2,9,9,9,2,17500,100,100,150,100,100,100,85.9173631180192,88.0359186548112,84.7498668216379
200704,152,100,2,32,1,3,1,3,2,2,2,2,4,110, ,2,2,9,2,9,1,1750,50,150,150,100,150,100,93.7280324923846,66.0269389911084,108.964114484963
200704,153,100,2,25,1,5,1,8,2,2,2,1,2,10, ,2,2,2,9,3,2,7000,150,150,150,150,100,100,101.53870186675,110.044898318514,96.8569906533004
200704,154,200,1,25,4,1,1,8,2,2,2,2,3,0, ,9,2,4,1,3,2,7000,100,100,150,50,200,100,101.53870186675,88.0359186548112,108.964114484963
200704,155,100,1,40,2,1,1,2,2,2,2,2,5,110,140,3,4,4,4,2,1,1250,0,100,50,50,50,150,54.6746856205577,66.0269389911084,48.4284953266502
200704,156,100,1,36,4,4,1,8,2,2,2,2,3,0, ,1,1,1,1,3,2,7000,100,200,200,200,200,100,124.970709989846,88.0359186548112,145.285485979951
200704,157,200,1,36,4,1,1,10,2,2,2,2,3,0, ,3,3,4,9,3,2,12500,100,100,100,50,100,100,78.1066937436538,88.0359186548112,72.6427429899753
200704,158,100,1,28,5,3,2,12,2,2,2,1,1,10, ,1,1,2,1,3,2,25000,200,200,200,150,200,100,140.592048738577,132.053877982217,145.285485979951
200704,159,200,1,37,5,1,1,13,2,2,2,1,1,10, ,4,3,9,2,3,2,35000,200,50,100,100,150,100,93.7280324923846,132.053877982217,72.6427429899753
200704,160,300,2,30,4,3,1,9,2,2,2,2,2,10, ,3,2,3,2,3,2,9000,150,100,150,100,150,100,101.53870186675,110.044898318514,96.8569906533004
200704,161,300,2,25,2,3,2,4,2,2,2,2,3,0, ,3,2,9,1,1,1,2500,100,100,150,100,200,200,117.160040615481,132.053877982217,108.964114484963
200704,162,300,2,24,2,1,2,9,2,2,2,2,1,10, ,1,3,4,3,3,2,9000,200,200,100,50,100,100,109.349371241115,132.053877982217,96.8569906533004
200704,163,300,2,50,3,3,1,5,2,2,2,2,3,90, ,4,3,4,9,3,1,3500,100,50,100,50,100,100,70.2960243692884,88.0359186548112,60.5356191583127
200704,164,300,1,45,5,1,1,9,2,2,2,2,3,10, ,3,3,3,1,9,2,9000,100,100,100,100,200,100,93.7280324923846,88.0359186548112,96.8569906533004
200704,165,300,1,24,3,3,2,5,2,2,2,2,3,0, ,3,2,2,1,3,1,3500,100,100,150,150,200,100,101.53870186675,88.0359186548112,108.964114484963
200704,166,300,1,60,3,10,1,10,2,2,2,2,4,140,110,3,2,4,1,3,2,12500,50,100,150,50,200,100,93.7280324923846,66.0269389911084,108.964114484963
200704,167,300,2,30,3,9,1,4,2,2,2,1,3,0, ,3,2,3,1,3,1,2500,100,100,150,100,200,100,101.53870186675,88.0359186548112,108.964114484963
